	Hotel	Location	Code	Cost	Score	Rating	Walk.Grade	No. Restaurants	No. Attractions
11121	Sleep Inn	Flagstaff 	AZ	$71	4.0	Very good	65	40	3
11122	Hampton Inn & Suites Flagstaff East	Flagstaff 	AZ	$114	4.5	Excellent	NA	NA	NA
11123	Holiday Inn Express Flagstaff	Flagstaff 	AZ	$93	4.0	Very good	37	25	2
11124	Hampton Inn & Suites Flagstaff	Flagstaff 	AZ	$90	4.0	Very good	74	68	8
11125	DoubleTree by Hilton Hotel Flagstaff	Flagstaff 	AZ	$93	4.0	Very good	81	78	9
11126	SpringHill Suites Flagstaff	Flagstaff 	AZ	$119	4.0	Very good	73	70	7
11127	Inn at 410 Bed and Breakfast	Flagstaff 	AZ	$199	5.0	Excellent	92	49	26
11128	GreenTree Inn Flagstaff	Flagstaff 	AZ	$65	4.0	Very good	66	40	3
11129	Budget Inn	Flagstaff 	AZ	$48	4.0	Very good	77	27	2
11130	Highland Country Inn	Flagstaff 	AZ	$52	4.0	Very good	84	23	2
11131	Country Inn & Suites by Radisson, Flagstaff, AZ	NA	AZ	$79	4.0	Very good	47	15	4
11132	Super 8 by Wyndham Flagstaff	Flagstaff 	AZ	$50	3.5	Very good	43	14	4
11133	Embassy Suites by Hilton Flagstaff	Flagstaff 	AZ	$138	4.0	Very good	79	20	2
11134	Ski Lift Lodge & Cabins	Flagstaff 	AZ	$55	3.5	Very good	NA	NA	NA
11135	Courtyard Flagstaff	Flagstaff 	AZ	$97	4.0	Very good	60	43	4
11136	Arizona Mountain Inn & Cabins	Flagstaff 	AZ	$132	4.0	Very good	NA	NA	NA
11137	Grand Canyon International Hostel	Flagstaff 	AZ	$53	4.0	Very good	97	83	28
11138	Fairfield Inn & Suites Flagstaff East	Flagstaff 	AZ	$105	4.5	Excellent	NA	NA	NA
11139	Residence Inn Flagstaff	Flagstaff 	AZ	$159	4.5	Excellent	96	79	28
11140	Days Inn & Suites East Flagstaff	Flagstaff 	AZ	$59	4.0	Very good	45	16	4
11141	Days Hotel by Wyndham Flagstaff	Flagstaff 	AZ	$55	3.5	Very good	NA	NA	NA
11142	Comfort Inn Lucky Lane	Flagstaff 	AZ	$67	3.5	Very good	41	24	2
11143	Baymont by Wyndham Flagstaff	Flagstaff 	AZ	$56	3.5	Very good	78	88	8
11144	Weatherford Hotel	Flagstaff 	AZ	$115	3.5	Very good	96	81	29
11145	Hotel Aspen InnSuites Flagstaff / Grand Canyon	NA	AZ	$39	3.0	Average	68	102	32
11146	Travelodge by Wyndham Flagstaff	Flagstaff 	AZ	$34	3.5	Very good	45	31	3
11147	Country Inn & Suites by Radisson, Downtown Flagstaff	Flagstaff 	AZ	$80	5.0	Excellent	NA	NA	NA
11148	Travelodge by Wyndham Flagstaff Near I-40	Flagstaff 	AZ	$38	3.5	Very good	57	31	6
11149	Western Hills Motel	Flagstaff 	AZ	NA	3.5	Very good	NA	NA	NA
11150	Americas Best Value Inn and Suites Flagstaff	NA	AZ	$40	3.5	Very good	39	26	3
11151	Rodeway Inn Flagstaff	Flagstaff 	AZ	$42	3.0	Average	41	25	4
11152	Super 8 by Wyndham Flagstaff I-40 Ex 198 Lucky Lane	Flagstaff 	AZ	$60	3.5	Very good	40	25	3
11153	Super 8 by Wyndham Conference Center Nau/Downtown	Flagstaff 	AZ	$51	3.0	Average	80	18	2
11154	Days Inn by Wyndham Flagstaff I-40	Flagstaff 	AZ	$49	3.0	Average	66	40	3
11155	Hotel Monte Vista	Flagstaff 	AZ	$100	3.5	Very good	96	83	29
11156	Days Inn by Wyndham Flagstaff - West Route 66	Flagstaff 	AZ	$44	3.0	Average	79	18	1
11157	Howard Johnson by Wyndham Flagstaff	Flagstaff 	AZ	$50	3.0	Average	51	23	5
11158	The L Motel Flagstaff	Flagstaff 	AZ	$44	3.0	Average	89	25	3
11159	Quality Inn - Flagstaff / East Lucky Lane	Flagstaff 	AZ	$51	3.0	Average	41	25	2
11160	Motel 6 Flagstaff West-Woodland Village	NA	AZ	$46	3.0	Average	66	40	3
11161	Mountain View Inn	Flagstaff 	AZ	$29	2.5	Average	55	28	6
11162	Pinecrest Motel	Flagstaff 	AZ	NA	2.5	Average	57	31	6
11163	Budget Host Inn NAU / Downtown Flagstaff	Flagstaff 	AZ	$32	1.5	Poor	78	19	2
11164	Canyon Inn Flagstaff	Flagstaff 	AZ	$69	2.5	Average	82	15	1
11165	Rodeway Inn Downtown	Flagstaff 	AZ	$41	2.0	Poor	96	85	29
11166	Motel 6 Flagstaff, AZ - East Lucky Lane	Flagstaff 	AZ	$46	2.5	Average	42	24	2
11167	Quality Inn I-40 & I-17	Flagstaff 	AZ	$72	3.0	Average	78	81	9
11168	Flagstaff Motel	Flagstaff 	AZ	NA	2.0	Poor	40	25	4
11169	Motel 6 Flagstaff - Butler Avenue	Flagstaff 	AZ	$46	3.5	Very good	NA	NA	NA
11170	Rodeway Inn & Suites Flagstaff I-40 Exit 198 Butler Ave.	Flagstaff 	AZ	$44	3.5	Very good	NA	NA	NA
11171	Relax Inn	Flagstaff 	AZ	$40	3.5	Very good	54	37	4
11172	Ramada by Wyndham Flagstaff East	Flagstaff 	AZ	$42	2.5	Average	42	24	2
11173	Howard Johnson by Wyndham Flagstaff University West	Flagstaff 	AZ	$44	3.0	Average	78	20	2
11174	Travelodge by Wyndham Northern Arizona University Downtown	Flagstaff 	AZ	NA	3.0	Average	77	29	3
11175	England House B&B	Flagstaff 	AZ	NA	5.0	Excellent	84	109	35
11176	Comfi Cottages of Flagstaff	Flagstaff 	AZ	NA	5.0	Excellent	NA	NA	NA
11177	Motel DuBeau Travelers Inn & Hostel	Flagstaff 	AZ	NA	4.0	Very good	97	87	29
11178	Flagstaff KOA	Flagstaff 	AZ	NA	3.5	Very good	36	202	63
11179	J & H RV  Park	Flagstaff 	AZ	NA	4.5	Excellent	NA	NA	NA
11180	Aspen Inn Bed and Breakfast	Flagstaff 	AZ	NA	4.5	Excellent	91	46	20
11181	Woody Mountain Campground and RV Park	Flagstaff 	AZ	NA	3.5	Very good	NA	NA	NA
11182	Bonito Campground	Flagstaff 	AZ	NA	4.5	Excellent	NA	NA	NA
11183	Fort Tuthill County Campground	Flagstaff 	AZ	NA	3.5	Very good	64	206	56
11184	Greer's Pine Shadows RV Park	Flagstaff 	AZ	NA	3.5	Very good	NA	NA	NA
11185	Cree Canyon Outfitters	Flagstaff 	AZ	NA	5.0	Excellent	NA	NA	NA
11186	Canyon Vista Campground	Flagstaff 	AZ	NA	5.0	Excellent	NA	NA	NA
11187	Double Springs Campground	Flagstaff 	AZ	NA	5.0	Excellent	NA	NA	NA
11188	Whispering Winds Motor Hotel	Flagstaff 	AZ	NA	4.0	Very good	68	105	32
11189	Little Elden Springs Horse Camp	Flagstaff 	AZ	NA	5.0	Excellent	NA	NA	NA
11190	Peaks Cafe	Flagstaff 	AZ	NA	4.5	Excellent	NA	NA	NA
11191	Pineflat Campground West	Flagstaff 	AZ	NA	4.5	Excellent	NA	NA	NA
11192	Pinegrove Campground	Flagstaff 	AZ	NA	3.5	Very good	NA	NA	NA
11193	Twilite Motel	Flagstaff 	AZ	NA	3.5	Very good	38	34	3
11194	Black Bart's RV Park	Flagstaff 	AZ	NA	3.0	Average	37	22	2
11195	El Pueblo Motel	Flagstaff 	AZ	NA	2.5	Average	54	28	6
11196	Kit Carson RV Park	Flagstaff 	AZ	NA	2.0	Poor	37	270	72
11197	Wonderland Motel	Flagstaff 	AZ	NA	1.5	Poor	38	27	3
11198	Lakeview Campground	Flagstaff 	AZ	NA	NA	NA	NA	NA	NA
11199	Ashurst Lake Campground	Flagstaff 	AZ	NA	NA	NA	NA	NA	NA
11200	Swiss Manor Bed and Breakfast	Flagstaff 	AZ	NA	NA	NA	NA	NA	NA
11201	Forked Pine Campground	Flagstaff 	AZ	NA	NA	NA	NA	NA	NA
11202	Econo Lodge Flagstaff University	Flagstaff 	AZ	NA	4.0	Very good	78	32	3
11203	Wyndham Flagstaff Resort	Flagstaff 	AZ	NA	4.5	Excellent	NA	NA	NA
11204	Starlight Pines B&B	Flagstaff 	AZ	NA	5.0	Excellent	47	17	4
11205	Whispering Pines Inn	Flagstaff 	AZ	NA	5.0	Excellent	NA	NA	NA
11206	Travelodge Flagstaff University West	Flagstaff 	AZ	NA	3.0	Average	76	18	2
11207	Americana Inn - Route 66	Flagstaff 	AZ	NA	2.0	Poor	55	29	3
11208	Snow Peak Inn	Flagstaff 	AZ	NA	2.0	Poor	77	20	2
11209	Staybridge Suites San Jose	San Jose 	CA	$144	4.0	Very good	42	53	3
11210	Homewood Suites by Hilton San Jose Airport-Silicon Valley	NA	CA	NA	4.5	Excellent	40	16	0
11211	Homewood Suites by Hilton San Jose North	San Jose 	CA	$116	4.5	Excellent	NA	NA	NA
11212	Wyndham Garden San Jose Silicon Valley	San Jose 	CA	$119	3.5	Very good	NA	NA	NA
11213	Hotel De Anza	San Jose 	CA	$163	4.0	Very good	100	98	18
11214	Hyatt Place San Jose Airport	San Jose 	CA	$120	4.5	Excellent	44	50	3
11215	Holiday Inn San Jose - Silicon Valley	San Jose 	CA	$179	3.5	Very good	51	51	1
11216	Hyatt Place San Jose/Downtown	San Jose 	CA	$161	4.0	Very good	94	55	24
11217	Best Western Lanai Garden Inn & Suites	San Jose 	CA	$121	4.0	Very good	NA	NA	NA
11218	Aloft Santa Clara	San Jose 	CA	$251	3.5	Very good	NA	NA	NA
11219	Courtyard by Marriott San Jose Airport	San Jose 	CA	$199	4.0	Very good	48	77	4
11220	Courtyard San Jose North/Silicon Valley	San Jose 	CA	$179	4.5	Excellent	37	11	0
11221	Extended Stay America - San Jose - Downtown	San Jose 	CA	$138	4.0	Very good	51	66	3
11222	HYATT House San Jose/Silicon Valley	San Jose 	CA	$110	4.5	Excellent	42	23	0
11223	Best Western Airport Plaza	San Jose 	CA	$183	4.0	Very good	65	34	12
11224	Hotel Valencia - Santana Row	San Jose 	CA	$419	4.0	Very good	100	52	7
11225	Hampton Inn & Suites San Jose	San Jose 	CA	$124	4.0	Very good	57	36	5
11226	Aloft San Jose Cupertino	San Jose 	CA	$239	4.5	Excellent	50	64	2
11227	La Quinta Inn & Suites by Wyndham San Jose Airport	San Jose 	CA	$152	4.0	Very good	NA	NA	NA
11228	Fairmont San Jose	San Jose 	CA	$229	4.0	Very good	100	170	35
11229	AC Hotel by Marriott San Jose Downtown	NA	CA	$229	4.0	Very good	100	79	13
11230	Four Points by Sheraton San Jose Airport	San Jose 	CA	$131	3.5	Very good	49	60	2
11231	Fairfield Inn & Suites by Marriott San Jose Airport	San Jose 	CA	$151	4.0	Very good	51	63	3
11232	SpringHill Suites San Jose Airport	San Jose 	CA	$170	4.0	Very good	51	62	4
11233	Hilton San Jose	San Jose 	CA	$166	4.0	Very good	96	52	22
11234	San Jose Marriott	San Jose 	CA	$263	4.0	Very good	100	110	31
11235	The Westin San Jose	San Jose 	CA	$249	4.0	Very good	100	121	31
11236	Holiday Inn Express San Jose Central City	San Jose 	CA	$113	4.0	Very good	43	27	4
11237	Residence Inn San Jose Airport	San Jose 	CA	$188	4.5	Excellent	52	61	4
11238	Residence Inn San Jose South	San Jose 	CA	$159	4.0	Very good	40	26	2
11239	Alura Inn	San Jose 	CA	$90	3.5	Very good	NA	NA	NA
11240	Arena Hotel	San Jose 	CA	$109	3.5	Very good	81	119	19
11241	San Jose Airport Inn	San Jose 	CA	$99	3.5	Very good	50	55	2
11242	Comfort Suites Airport	San Jose 	CA	$107	3.5	Very good	49	63	3
11243	Quality Inn	San Jose 	CA	$125	3.5	Very good	59	56	4
11244	DoubleTree by Hilton San Jose	San Jose 	CA	$197	3.5	Very good	51	48	3
11245	The Row Hotel	San Jose 	CA	$161	3.5	Very good	65	101	9
11246	Pacific Motor Inn	San Jose 	CA	$136	3.5	Very good	99	64	21
11247	Flamingo Motel	San Jose 	CA	$85	4.0	Very good	75	72	7
11248	Clarion Inn Silicon Valley	San Jose 	CA	$122	3.0	Average	36	25	2
11249	Wingate by Wyndham San Jose	San Jose 	CA	$118	4.5	Excellent	NA	NA	NA
11250	Quality Inn Silicon Valley	San Jose 	CA	$125	4.0	Very good	36	16	2
11251	Casa Royal Inn	San Jose 	CA	$159	5.0	Excellent	61	51	3
11252	Fairfield Inn & Suites By Marriott San Jose North/Silicon Valley	San Jose 	CA	$135	4.0	Very good	NA	NA	NA
11253	Hotel Clariana	San Jose 	CA	$179	3.5	Very good	100	123	23
11254	Americas Best Value Inn- San Jose Convention Center	NA	CA	$169	3.5	Very good	49	39	4
11255	Convention Center Inn and Suites	San Jose 	CA	$125	3.5	Very good	96	60	20
11256	Residence Inn San Jose North Silicon Valley	San Jose 	CA	$144	4.0	Very good	NA	NA	NA
11257	Pavilion Inn	San Jose 	CA	$129	3.0	Average	53	54	1
11258	Valley Inn	San Jose 	CA	$124	3.5	Very good	68	34	13
11259	Wyndham Garden San Jose Airport	San Jose 	CA	$107	3.0	Average	50	50	1
11260	Motel 6 San Jose Convention Center	San Jose 	CA	$112	3.0	Average	78	71	8
11261	Caravelle Inn & Suites	San Jose 	CA	$89	2.0	Poor	49	50	1
11262	Extended Stay America - San Jose - Edenvale - South	San Jose 	CA	$138	2.5	Average	37	26	2
11263	Casa Linda Motel	San Jose 	CA	$130	2.0	Poor	48	47	3
11264	TownePlace Suites San Jose Cupertino	San Jose 	CA	$209	4.0	Very good	60	63	3
11265	Motel 6 San Jose South	San Jose 	CA	$90	2.5	Average	NA	NA	NA
11266	Bayshore Inn	San Jose 	CA	$110	NA	NA	46	26	0
11267	E-Z 8 Motel San Jose I	San Jose 	CA	NA	2.0	Poor	49	63	3
11268	Hayes Mansion	San Jose 	CA	$263	4.0	Very good	NA	NA	NA
11269	Four Points by Sheraton San Jose Downtown	San Jose 	CA	$469	4.0	Very good	100	139	31
11270	Country Inn & Suites by Radisson, San Jose International Airport, CA	San Jose 	CA	$149	4.0	Very good	48	54	1
11271	Hampton Inn & Suites San Jose Airport	San Jose 	CA	NA	5.0	Excellent	NA	NA	NA
11272	Studios Inn	San Jose 	CA	NA	3.5	Very good	89	68	6
11273	Adlon Hotel	San Jose 	CA	NA	5.0	Excellent	55	49	1
11274	Extended Stay America - San Jose - Edenvale - North	San Jose 	CA	$128	2.0	Poor	NA	NA	NA
11275	Hyatt House San Jose Airport	San Jose 	CA	NA	NA	NA	49	63	4
11276	4 Bedrooms With 2 Bathrooms In A Decent House	San Jose 	CA	NA	NA	NA	NA	NA	NA
11277	Urban Flat @ North San Jose	San Jose 	CA	NA	NA	NA	NA	NA	NA
11278	Luxury Apartments - City Center	San Jose 	CA	NA	NA	NA	NA	NA	NA
11279	Wei's Home 1041	San Jose 	CA	NA	NA	NA	NA	NA	NA
11280	Kasa San Jose	San Jose 	CA	NA	NA	NA	NA	NA	NA
11281	Global Luxury Suites In The Heart Of Silicon Valley	San Jose 	CA	NA	NA	NA	NA	NA	NA
11282	Global Luxury Suites at Epic Way	San Jose 	CA	NA	NA	NA	NA	NA	NA
11283	E Z 8 Motel -San Jose II	San Jose 	CA	$73	1.5	Poor	43	45	3
11284	Bluebird Suites In North San Jose	San Jose 	CA	NA	1.0	Terrible	NA	NA	NA
11285	Shared Private Home by Bookhtl	San Jose 	CA	NA	NA	NA	NA	NA	NA
11286	Wei's Home 1420	San Jose 	CA	NA	NA	NA	NA	NA	NA
11287	San Jose Safehouse Suites	San Jose 	CA	NA	NA	NA	NA	NA	NA
11288	Wei's Home	San Jose 	CA	NA	NA	NA	NA	NA	NA
11289	Oakwood 101 San Fernando	San Jose 	CA	NA	NA	NA	100	120	23
11290	Coyote Valley RV Resort	San Jose 	CA	NA	4.0	Very good	NA	NA	NA
11291	Three A Motel	San Jose 	CA	NA	5.0	Excellent	48	32	4
11292	Highland Inn Bed and Breakfast	San Jose 	CA	NA	NA	NA	NA	NA	NA
11293	Private Home at Santana Row	San Jose 	CA	NA	NA	NA	NA	NA	NA
11294	National at The Northpark	San Jose 	CA	NA	NA	NA	39	26	0
11295	Travelers Rest Motel	San Jose 	CA	NA	3.5	Very good	51	40	2
11296	Holiday Inn Express and Suites San Jose Airport	San Jose 	CA	NA	NA	NA	NA	NA	NA
11297	Baymont by Wyndham Knoxville/Cedar Bluff	Knoxville 	TN	$80	4.5	Excellent	58	80	6
11298	La Quinta Inn & Suites by Wyndham Knoxville Papermill	Knoxville 	TN	$99	4.5	Excellent	NA	NA	NA
11299	The Volunteer Hotel	Knoxville 	TN	$93	4.5	Excellent	82	42	5
11300	Hyatt Place Knoxville/Downtown	Knoxville 	TN	$122	5.0	Excellent	100	61	28
11301	Best Western Knoxville Suites	Knoxville 	TN	$72	4.0	Very good	37	27	1
11302	Country Inn & Suites by Radisson, Knoxville at Cedar Bluff, TN	Knoxville 	TN	$76	4.5	Excellent	54	57	3
11303	Comfort Suites Knoxville West-Farragut	Knoxville 	TN	$77	4.5	Excellent	46	33	1
11304	The Tennessean Hotel	NA	TN	$178	5.0	Excellent	91	35	18
11305	Crowne Plaza Knoxville Downtown University	Knoxville 	TN	$116	4.0	Very good	100	76	33
11306	Holiday Inn Express Hotel & Suites Knoxville West - Papermill Dr	Knoxville 	TN	$95	4.5	Excellent	40	48	5
11307	Holiday Inn Express Hotel & Suites Knoxville-Farragut	Knoxville 	TN	$78	4.5	Excellent	39	33	1
11308	Holiday Inn Express Knoxville Strawberry Plains	Knoxville 	TN	$98	4.5	Excellent	NA	NA	NA
11309	MainStay Suites	Knoxville 	TN	$76	4.0	Very good	41	34	1
11310	Best Western Plus Cedar Bluff Inn	Knoxville 	TN	$77	4.5	Excellent	44	48	4
11311	Holiday Inn Knoxville West- Cedar Bluff Rd	Knoxville 	TN	$93	4.5	Excellent	56	73	5
11312	Home2 Suites by Hilton Knoxville West	Knoxville 	TN	$92	4.5	Excellent	53	72	5
11313	Staybridge Suites Knoxville-West	Knoxville 	TN	$85	4.5	Excellent	50	43	1
11314	Hampton Inn & Suites Knoxville - Downtown	Knoxville 	TN	$97	4.5	Excellent	88	25	8
11315	Holiday Inn World's Fair Park-Knoxville	Knoxville 	TN	$92	4.0	Very good	91	37	18
11316	Hampton Inn Knoxville-East	Knoxville 	TN	$113	4.5	Excellent	NA	NA	NA
11317	Hampton Inn Knoxville-West At Cedar Bluff	Knoxville 	TN	$81	4.5	Excellent	55	77	6
11318	Courtyard Knoxville West/Bearden	Knoxville 	TN	$134	4.5	Excellent	55	45	9
11319	Hilton Garden Inn Knoxville West/Cedar Bluff	Knoxville 	TN	$111	4.5	Excellent	56	78	6
11320	Red Roof PLUS+ & Suites Knoxville West - Cedar Bluff	Knoxville 	TN	$63	4.0	Very good	57	80	6
11321	Comfort Suites North	NA	TN	$81	4.0	Very good	37	29	1
11322	Embassy Suites by Hilton Knoxville West	Knoxville 	TN	$140	4.5	Excellent	41	19	4
11323	Hampton Inn & Suites Knoxville Papermill Drive	Knoxville 	TN	$114	4.5	Excellent	43	50	8
11324	Hampton Inn and Suites Knoxville North	Knoxville 	TN	$101	4.5	Excellent	NA	NA	NA
11325	Four Points by Sheraton Knoxville Cumberland House Hotel	Knoxville 	TN	$130	4.0	Very good	86	15	7
11326	Homewood Suites by Hilton Knoxville West at Turkey Creek	Knoxville 	TN	$101	4.5	Excellent	64	53	6
11327	Red Roof Inn Knoxville Central - Papermill Road	Knoxville 	TN	$55	3.5	Very good	NA	NA	NA
11328	Baymont by Wyndham Knoxville I-75	NA	TN	$56	3.5	Very good	NA	NA	NA
11329	Super 8 by Wyndham Knoxville West/Farragut	Knoxville 	TN	$54	4.0	Very good	46	43	1
11330	Red Roof Inn & Suites Knoxville East	Knoxville 	TN	$54	4.0	Very good	36	18	0
11331	Hilton Knoxville	Knoxville 	TN	$119	4.0	Very good	100	60	25
11332	Comfort Suites East	Knoxville 	TN	$89	4.0	Very good	NA	NA	NA
11333	Quality Inn Merchants Drive	Knoxville 	TN	$63	3.5	Very good	37	27	1
11334	Best Western Plus Strawberry Inn & Suites	Knoxville 	TN	$64	4.0	Very good	NA	NA	NA
11335	Comfort Inn & Suites Knoxville West	Knoxville 	TN	$81	3.5	Very good	44	71	10
11336	Residence Inn by Marriott Knoxville Downtown	Knoxville 	TN	$143	5.0	Excellent	NA	NA	NA
11337	La Quinta Inn & Suites by Wyndham Knoxville East	Knoxville 	TN	$89	4.0	Very good	NA	NA	NA
11338	Clarion Inn & Suites West Knoxville	Knoxville 	TN	$67	4.0	Very good	55	34	2
11339	Tru By Hilton Knoxville North I 75	Knoxville 	TN	$88	4.0	Very good	NA	NA	NA
11340	Holiday Inn Knoxville N - Merchant Drive	Knoxville 	TN	$91	4.5	Excellent	NA	NA	NA
11341	Econo Lodge North	Knoxville 	TN	$54	3.5	Very good	37	39	1
11342	Country Inn & Suites by Radisson, Knoxville West, TN	Knoxville 	TN	$76	3.5	Very good	45	33	1
11343	Courtyard by Marriott Knoxville Downtown	Knoxville 	TN	$127	4.0	Very good	NA	NA	NA
11344	Extended Stay America - Knoxville - Cedar Bluff	NA	TN	$66	4.0	Very good	43	44	5
11345	Courtyard Knoxville Cedar Bluff	Knoxville 	TN	$107	4.0	Very good	43	40	4
11346	Sleep Inn North Knoxville	Knoxville 	TN	$67	4.0	Very good	36	27	1
11347	The Oliver Hotel	Knoxville 	TN	$285	4.5	Excellent	100	67	30
11348	Days Inn by Wyndham Knoxville East	Knoxville 	TN	$59	3.5	Very good	NA	NA	NA
11349	Clarion Inn & Suites Near Downtown Knoxville	Knoxville 	TN	$76	4.0	Very good	39	34	1
11350	Drury Inn & Suites Knoxville West	Knoxville 	TN	$90	4.5	Excellent	NA	NA	NA
11351	Hotel Knoxville	Knoxville 	TN	$116	3.5	Very good	74	92	48
11352	Candlewood Suites Knoxville	Knoxville 	TN	$76	4.0	Very good	NA	NA	NA
11353	Residence Inn Knoxville Cedar Bluff	Knoxville 	TN	$116	4.0	Very good	42	33	4
11354	Fairfield Inn & Suites Knoxville/East	Knoxville 	TN	$79	3.5	Very good	NA	NA	NA
11355	SpringHill Suites Knoxville at Turkey Creek	Knoxville 	TN	$116	4.0	Very good	66	53	6
11356	TownePlace Suites Knoxville Cedar Bluff	Knoxville 	TN	$89	4.0	Very good	42	34	4
11357	Microtel Inn & Suites by Wyndham Knoxville	Knoxville 	TN	$42	3.0	Average	59	84	6
11358	Motel 6 Knoxville	Knoxville 	TN	$52	3.5	Very good	NA	NA	NA
11359	Motel 6 Knoxville	Knoxville 	TN	$52	3.0	Average	58	78	6
11360	Super 8 by Wyndham Knoxville East	Knoxville 	TN	$50	3.0	Average	NA	NA	NA
11361	Travelodge by Wyndham Knoxville East	Knoxville 	TN	$49	3.0	Average	NA	NA	NA
11362	Motel 6 Knoxville North	Knoxville 	TN	$45	3.0	Average	NA	NA	NA
11363	Extended Stay America - Knoxville - West Hills	Knoxville 	TN	$90	3.5	Very good	48	59	9
11364	Rodeway Inn	NA	TN	$54	3.0	Average	NA	NA	NA
11365	Days Inn by Wyndham Knoxville West	Knoxville 	TN	$45	2.5	Average	53	78	6
11366	Econo Lodge Inn And Suites East	Knoxville 	TN	$49	2.5	Average	NA	NA	NA
11367	Royal Inn & Suites	Knoxville 	TN	NA	1.0	Terrible	51	51	11
11368	Super 8 by Wyndham Knoxville Downtown Area	Knoxville 	TN	$43	2.5	Average	38	38	1
11369	Econo Lodge	Knoxville 	TN	$50	2.5	Average	51	40	4
11370	Quality Inn	Knoxville 	TN	$59	3.0	Average	43	31	1
11371	Days Inn by Wyndham Knoxville North	Knoxville 	TN	$53	1.5	Poor	NA	NA	NA
11372	Inn of Knoxville	Knoxville 	TN	$60	1.5	Poor	NA	NA	NA
11373	Quality Inn	Knoxville 	TN	$60	1.0	Terrible	NA	NA	NA
11374	Scottish Inns North Knoxville	Knoxville 	TN	$50	1.5	Poor	NA	NA	NA
11375	Red Roof Inn Knoxville North - Merchants Drive	Knoxville 	TN	$57	3.0	Average	38	30	1
11376	Americas Best Value Inn & Suites Knoxville	Knoxville 	TN	$66	1.5	Poor	39	38	1
11377	Embassy Suites by Hilton Knoxville Downtown	Knoxville 	TN	NA	NA	NA	NA	NA	NA
11378	Sleep Inn	NA	TN	NA	2.5	Average	NA	NA	NA
11379	Marble Hill Inn	Knoxville 	TN	NA	NA	NA	46	20	10
11380	Hilton Garden Inn Knoxville Papermill Drive	Knoxville 	TN	NA	NA	NA	48	41	7
11381	Sunset Motel	Knoxville 	TN	NA	NA	NA	NA	NA	NA
11382	Value Inn Motel - Knoxville / Chilhowie	Knoxville 	TN	NA	2.0	Poor	50	15	5
11383	Brimer House Inn	Knoxville 	TN	NA	5.0	Excellent	46	22	10
11384	Southlake RV Park	NA	TN	NA	3.0	Average	NA	NA	NA
11385	InTown Suites Knoxville	Knoxville 	TN	NA	3.0	Average	NA	NA	NA
11386	Masters Manor Inn	Knoxville 	TN	NA	NA	NA	NA	NA	NA
11387	Hamilton Inn	Knoxville 	TN	NA	NA	NA	47	28	10
11388	Nations Best Motel	Knoxville 	TN	NA	NA	NA	44	43	5
11389	Christ The King Inn	Knoxville 	TN	NA	NA	NA	NA	NA	NA
11390	Volunteer Park Family Campground	Knoxville 	TN	NA	3.5	Very good	NA	NA	NA
11391	Executive Inn	Knoxville 	TN	NA	2.5	Average	NA	NA	NA
11392	Gateway Inn	Knoxville 	TN	NA	3.0	Average	NA	NA	NA
11393	Deluxe Inn	Knoxville 	TN	NA	NA	NA	36	18	6
11394	Comfort Suites Airport	Salt Lake City 	UT	$85	4.5	Excellent	NA	NA	NA
11395	Little America Hotel	Salt Lake City 	UT	$119	4.0	Very good	89	43	10
